"spkid","full_name","name","neo","pha","diameter","e","a","q","i","om","w","ma","ad","tp"
20163051,"163051 (2001 YJ4)",,Y,Y,,0.5676,2.274,0.983,9.29,247.77,322.44,208.69,3.57,2461127.02
20163067,"163067 (2002 AP3)",,Y,Y,,0.5862,2.046,0.847,7.61,87.30,117.82,254.83,3.25,2460912.79
20163132,"163132 (2002 CU11)",,Y,Y,0.460,0.2952,1.22,0.860,48.78,157.74,110.53,229.17,1.58,2460779.31
20163243,"163243 (2002 FB3)",,Y,Y,1.682,0.6016,0.7616,0.303,20.28,203.56,148.34,109.40,1.22,2460526.73
20163249,"163249 (2002 GT)",,Y,Y,,0.3347,1.344,0.894,6.97,201.73,135.14,59.89,1.79,2460505.77
20163348,"163348 (2002 NN4)",,Y,Y,0.735,0.4345,0.8758,0.495,5.42,259.43,222.21,207.78,1.26,2460727.08
20163364,"163364 (2002 OD20)",,Y,Y,,0.3689,1.365,0.862,4.19,259.85,275.35,84.09,1.87,2460464.41
20163373,"163373 (2002 PZ39)",,Y,Y,,0.5465,1.469,0.666,1.67,328.77,260.13,196.11,2.27,2460896.65
20163683,"163683 (2002 YP2)",,Y,Y,,0.6881,1.577,0.492,20.63,52.46,281.41,31.53,2.66,2460537.13
20163697,"163697 (2003 EF54)",,Y,Y,,0.4728,1.609,0.848,2.95,268.45,353.79,176.37,2.37,2460235.12
20163818,"163818 (2003 RX7)",,Y,Y,0.386,0.3545,1.229,0.794,10.39,241.01,245.91,68.68,1.67,2460505.51
20163899,"163899 (2003 SD220)",,Y,Y,0.791,0.2100,0.8276,0.654,8.54,273.71,326.99,128.47,1.00,2460502.36
20164121,"164121 (2003 YT1)",,Y,Y,1.717,0.2920,1.11,0.786,44.06,38.31,91.00,235.13,1.43,2460748.64
20164202,"164202 (2004 EW)",,Y,Y,,0.2791,0.988,0.712,4.67,342.90,56.21,79.77,1.26,2460521.02
20164207,"164207 (2004 GU9)",,Y,Y,0.163,0.1359,1.001,0.865,13.65,38.41,279.48,63.63,1.14,2460535.82
20164211,"164211 (2004 JA27)",,Y,Y,,0.4233,1.666,0.961,2.26,67.76,270.22,128.89,2.37,2460319.24
20164216,"164216 (2004 OT11)",,Y,Y,,0.5651,2.153,0.937,19.99,294.89,326.60,167.15,3.37,2460064.64
20164400,"164400 (2005 GN59)",,Y,Y,,0.4679,1.657,0.882,6.63,218.96,203.05,169.72,2.43,2460233.33
20168318,"168318 (1989 DA)",,Y,Y,0.9,0.5417,2.162,0.991,6.49,349.07,139.82,83.00,3.33,2460332.72
20170086,"170086 (2002 XR14)",,Y,Y,,0.6260,1.905,0.712,2.13,75.48,120.49,69.28,3.10,2460415.72
20170903,"170903 (2004 WS2)",,Y,Y,,0.6031,1.336,0.530,8.27,87.67,115.46,267.96,2.14,2460744.76
20171576,"171576 (1999 VP11)",,Y,Y,,0.5836,1.086,0.452,17.28,208.08,61.74,111.24,1.72,2460472.79
20171839,"171839 (2001 JM1)",,Y,Y,,0.3108,1.46,1.007,17.08,226.64,321.98,118.84,1.91,2460387.68
20172678,"172678 (2003 YM137)",,Y,Y,,0.7028,2.559,0.761,2.82,73.98,131.02,326.04,4.36,2460741.59
20173561,"173561 (2000 YV137)",,Y,Y,,0.3109,1.448,0.998,28.00,137.22,211.38,330.30,1.90,2460653.01
20175706,"175706 (1996 FG3)",,Y,Y,1.196,0.3501,1.055,0.686,1.97,299.50,24.06,32.72,1.42,2460564.53
20175729,"175729 (1998 BB10)",,Y,Y,,0.4246,1.271,0.732,11.54,124.27,259.25,280.61,1.81,2460715.98
20177049,"177049 (2003 EE16)",,Y,Y,,0.6143,1.418,0.547,0.65,127.23,259.50,5.13,2.29,2460591.71
20177614,"177614 (2004 HK33)",,Y,Y,,0.5204,1.889,0.906,5.44,104.70,221.54,294.36,2.87,2460773.42
20179806,"179806 (2002 TD66)",,Y,Y,,0.5347,1.858,0.864,4.93,335.53,125.88,220.46,2.85,2460958.98
20180186,"180186 (2003 QZ30)",,Y,Y,,0.6315,2.422,0.892,8.57,178.04,243.10,198.78,3.95,2461216.99
20184266,"184266 (2004 VW14)",,Y,Y,,0.5977,2.121,0.853,3.83,100.83,42.78,140.17,3.39,2460161.14
20185851,"185851 (2000 DP107)",,Y,Y,0.863,0.3765,1.365,0.851,8.67,358.65,289.77,62.22,1.88,2460499.81
20186844,"186844 (2004 GA1)",,Y,Y,,0.6726,2.43,0.795,7.77,261.48,54.63,114.88,4.06,2460159.01
20187040,"187040 (2005 JS108)",,Y,Y,0.430,0.3222,1.355,0.919,6.04,110.84,244.00,28.42,1.79,2460555.00
20189040,"189040 (2000 MU1)",,Y,Y,,0.3825,1.372,0.848,13.09,130.03,63.78,84.71,1.90,2460462.31
20189865,"189865 (2003 NC)",,Y,Y,,0.8055,1.406,0.273,21.57,288.39,224.33,315.33,2.54,2460676.03
20192559,"192559 (1998 VO)",,Y,Y,,0.2266,1.075,0.831,10.06,228.12,75.97,182.11,1.32,2460801.62
20192563,"192563 (1998 WZ6)",,Y,Y,,0.4078,1.452,0.860,24.76,68.68,110.75,226.25,2.04,2460837.95
20194006,"194006 (2001 SG10)",,Y,Y,,0.4243,1.449,0.834,4.26,184.93,101.62,114.85,2.06,2460397.26
20194268,"194268 (2001 UY4)",,Y,Y,1.244,0.7875,1.453,0.309,5.44,160.69,107.81,74.45,2.60,2460468.23
20196068,"196068 (2002 TW55)",,Y,Y,,0.6645,2.118,0.711,59.35,33.54,251.12,85.27,3.53,2460333.87
20196625,"196625 (2003 RM10)",,Y,Y,,0.5917,1.848,0.754,13.72,341.17,287.44,166.92,2.94,2460175.09
20197588,"197588 (2004 HE12)",,Y,Y,,0.4659,1.845,0.986,42.71,338.03,162.22,69.47,2.71,2460423.81
20199003,"199003 (2005 WJ56)",,Y,Y,,0.1521,0.959,0.813,21.62,288.02,297.65,207.09,1.10,2460746.20
20199145,"199145 (2005 YY128)",,Y,Y,,0.7323,1.649,0.441,3.77,299.96,315.17,261.48,2.86,2460812.15
20199801,"199801 (2007 AE12)",,Y,Y,,0.5694,1.684,0.725,2.29,245.44,86.98,128.40,2.64,2460315.72
20200840,"200840 (2001 XN254)",,Y,Y,,0.5609,2.32,1.019,1.94,264.07,278.72,132.26,3.62,2460126.16
20202683,"202683 (2006 US216)",,Y,Y,,0.5624,0.6371,0.279,3.44,193.26,56.42,257.35,1.00,2460653.46
20206378,"206378 (2003 RB)",,Y,Y,0.376,0.4389,1.788,1.003,6.72,317.13,44.07,287.00,2.57,2460777.62
20206910,"206910 (2004 NL8)",,Y,Y,,0.7156,2.574,0.732,5.02,150.90,278.14,302.11,4.42,2460843.05
20207398,"207398 (2006 AS2)",,Y,Y,,0.6419,2.091,0.749,2.60,125.63,80.07,49.89,3.43,2460447.48
20207945,"207945 (1991 JW)",,Y,Y,0.423,0.1186,1.039,0.916,8.71,53.85,301.95,92.10,1.16,2460501.52
20208023,"208023 (1999 AQ10)",,Y,Y,,0.2354,0.9338,0.714,6.50,326.97,300.57,33.11,1.15,2460570.18
20208115,"208115 (2000 CT101)",,Y,Y,,0.3547,1.299,0.838,23.30,135.55,292.43,278.65,1.76,2460722.74
20212546,"212546 (2006 SV19)",,Y,Y,,0.5152,2.133,1.034,7.35,116.20,182.55,317.31,3.23,2460735.39
20214869,"214869 (2007 PA8)",,Y,Y,,0.6530,2.849,0.989,2.00,141.30,293.85,175.77,4.71,2459742.82
20215588,"215588 (2003 HF2)",,Y,Y,0.488,0.6755,1.114,0.361,3.06,189.88,231.04,195.33,1.87,2460796.93
20216115,"216115 (2006 SU19)",,Y,Y,,0.5864,1.527,0.632,2.09,152.22,10.63,92.91,2.42,2460422.62
20216258,"216258 (2006 WH1)",,Y,Y,,0.4849,1.671,0.861,2.63,240.31,263.68,65.58,2.48,2460456.71
20216523,"216523 (2001 HY7)",,Y,Y,,0.4122,0.9136,0.537,5.21,205.05,211.33,90.01,1.29,2460520.75
20216985,"216985 (2000 QK130)",,Y,Y,,0.2620,1.181,0.871,4.72,173.81,66.40,358.14,1.49,2460602.93
20217430,"217430 (2005 SN25)",,Y,Y,,0.2706,1.23,0.897,13.01,168.27,45.20,121.18,1.56,2460432.76
20217628,"217628 Lugh (1990 HA)",Lugh,Y,Y,1.4,0.7115,2.527,0.729,4.44,177.75,316.15,160.51,4.33,2459946.22
20220839,"220839 (2004 VA)",,Y,Y,,0.5949,1.901,0.770,3.69,109.45,43.48,180.72,3.03,2461077.16
20221455,"221455 (2006 BC10)",,Y,Y,,0.6577,2.017,0.691,0.92,21.04,234.30,142.51,3.34,2460186.23
20221980,"221980 (1996 EO)",,Y,Y,0.432,0.4008,1.342,0.804,21.59,356.46,64.69,213.52,1.88,2460831.45
20226514,"226514 (2003 UX34)",,Y,Y,,0.6159,1.095,0.421,2.56,4.30,218.58,241.15,1.77,2460738.71
20226554,"226554 (2003 WR21)",,Y,Y,0.482,0.2615,1.118,0.826,9.27,85.76,108.11,123.09,1.41,2460452.81
20228368,"228368 (2000 WK10)",,Y,Y,,0.7020,1.479,0.441,14.73,57.93,244.51,150.90,2.52,2460325.13
20230111,"230111 (2001 BE10)",,Y,Y,,0.3692,0.8231,0.519,17.51,297.75,30.60,42.21,1.13,2460568.52
20230549,"230549 (2003 BH)",,Y,Y,0.217,0.3561,1.457,0.938,13.11,119.76,313.41,158.58,1.98,2460317.65
20231937,"231937 (2001 FO32)",,Y,Y,0.55,0.8258,1.699,0.296,39.01,181.71,123.36,202.09,3.10,2460955.29
20232691,"232691 (2004 AR1)",,Y,Y,,0.4695,1.576,0.836,9.08,336.51,50.31,206.69,2.32,2460908.24
20234145,"234145 (2000 EW70)",,Y,Y,0.344,0.3213,0.9376,0.636,5.43,178.03,125.77,294.52,1.24,2460660.81
20235756,"235756 (2004 VC)",,Y,Y,1.136,0.2589,1.133,0.840,39.15,194.16,94.18,257.83,1.43,2460725.57
20242216,"242216 (2003 RN10)",,Y,Y,,0.5407,2.233,1.025,39.66,267.16,4.73,128.79,3.44,2460164.54
20242450,"242450 (2004 QY2)",,Y,Y,2.914,0.4772,1.084,0.567,37.03,295.27,104.98,234.73,1.60,2460743.93
20242643,"242643 (2005 NZ6)",,Y,Y,1.989,0.8652,1.833,0.247,8.41,38.79,48.96,237.52,3.42,2460909.01
20242708,"242708 (2005 UK1)",,Y,Y,,0.6953,2.501,0.762,0.79,180.30,345.94,238.37,4.24,2461088.55
20243566,"243566 (1995 SA)",,Y,Y,0.881,0.6420,2.463,0.882,19.58,169.02,54.30,255.75,4.05,2461009.46
20244977,"244977 (2004 BE68)",,Y,Y,0.495,0.4446,1.761,0.978,15.74,210.88,191.28,343.49,2.54,2460639.64
20247360,"247360 (2001 XU)",,Y,Y,,0.8366,2.573,0.420,19.07,260.98,286.06,181.52,4.73,2461347.99
20250620,"250620 (2005 GE59)",,Y,Y,0.654,0.6025,2.109,0.838,16.08,194.74,243.02,196.79,3.38,2461107.67
20250680,"250680 (2005 QC5)",,Y,Y,0.398,0.3645,0.893,0.568,9.45,48.05,108.72,64.80,1.22,2460545.02
20250706,"250706 (2005 RR6)",,Y,Y,0.535,0.7011,2.957,0.884,6.93,27.27,59.96,258.29,5.03,2461125.23
20251346,"251346 (2007 SJ)",,Y,Y,,0.5332,2.015,0.940,8.18,306.76,175.25,271.06,3.09,2460858.55
20251722,"251722 (1997 US2)",,Y,Y,,0.6608,1.675,0.568,3.17,65.89,100.33,115.60,2.78,2460346.26
20252399,"252399 (2001 TX44)",,Y,Y,0.291,0.5459,0.8748,0.397,15.21,57.76,136.04,262.54,1.35,2460681.40
20253841,"253841 (2003 YG118)",,Y,Y,,0.6461,2.28,0.807,8.03,347.42,233.54,330.41,3.75,2460703.85
20255071,"255071 (2005 UH6)",,Y,Y,,0.6325,1.001,0.368,2.64,19.29,200.25,53.56,1.63,2460546.06
20260141,"260141 (2004 QT24)",,Y,Y,,0.2519,1.133,0.847,17.75,36.10,76.64,130.60,1.42,2460440.73
20263976,"263976 (2009 KD5)",,Y,Y,0.785,0.2615,1.046,0.773,13.47,104.49,294.37,26.87,1.32,2460571.33
20264357,"264357 (2000 AZ93)",,Y,Y,0.113,0.3600,0.7469,0.478,8.59,277.30,8.17,311.13,1.02,2460632.51
20264993,"264993 (2003 DX10)",,Y,Y,,0.4108,1.375,0.810,3.15,61.75,194.06,95.46,1.94,2460444.36
20265196,"265196 (2004 BW58)",,Y,Y,0.361,0.3787,1.455,0.904,15.21,132.61,301.85,328.22,2.01,2460657.08
20265482,"265482 (2005 EE)",,Y,Y,,0.3277,1.129,0.759,6.17,110.78,284.75,214.47,1.50,2460777.55
20267131,"267131 (2000 EK26)",,Y,Y,,0.6573,2.41,0.826,15.65,126.39,305.54,240.69,3.99,2461053.37
20267221,"267221 (2001 AD2)",,Y,Y,0.562,0.6598,1.04,0.354,1.64,210.54,111.95,235.31,1.73,2460734.69
20267337,"267337 (2001 VK5)",,Y,Y,0.439,0.5140,1.269,0.617,19.43,54.22,263.93,64.72,1.92,2460506.61
20267494,"267494 (2002 JB9)",,Y,Y,,0.7843,2.719,0.586,46.76,70.21,278.00,341.38,4.85,2460685.17
20267720,"267720 (2003 CA)",,Y,Y,,0.7196,1.379,0.387,21.15,126.17,234.82,185.74,2.37,2460886.90
20267729,"267729 (2003 FC5)",,Y,Y,,0.6087,1.917,0.750,5.83,188.76,271.26,64.82,3.08,2460425.95
20269690,"269690 (1996 RG3)",,Y,Y,0.888,0.6037,2.001,0.793,3.58,158.05,300.27,297.31,3.21,2460780.53
20275677,"275677 (2000 RS11)",,Y,Y,,0.3205,1.28,0.870,17.10,172.16,301.69,146.18,1.69,2460385.66
20276033,"276033 (2002 AJ129)",,Y,Y,,0.9149,1.37,0.117,15.44,138.01,211.04,85.46,2.62,2460461.40
20277475,"277475 (2005 WK4)",,Y,Y,,0.2374,1.011,0.771,9.84,138.11,74.13,83.30,1.25,2460514.64
20277570,"277570 (2005 YP180)",,Y,Y,0.439,0.6170,1.372,0.526,4.11,288.91,92.47,276.63,2.22,2460736.49
20279744,"279744 (1998 KM3)",,Y,Y,,0.6108,1.67,0.650,4.66,263.02,85.36,37.82,2.69,2460517.66
20279816,"279816 (2000 JE5)",,Y,Y,,0.4006,1.238,0.742,50.74,41.23,285.16,202.01,1.73,2460821.35
20281375,"281375 (2008 JV19)",,Y,Y,,0.2485,0.9856,0.741,7.23,141.96,310.61,30.99,1.23,2460569.73
20285263,"285263 (1998 QE2)",,Y,Y,,0.5728,2.421,1.034,12.88,250.07,345.69,9.29,3.81,2460564.99
20286080,"286080 (2001 TX1)",,Y,Y,,0.4825,1.047,0.542,2.80,159.14,354.18,86.91,1.55,2460505.97
20288807,"288807 (2004 RW164)",,Y,Y,,0.3766,1.49,0.929,36.78,164.93,342.88,246.85,2.05,2460809.26
20289315,"289315 (2005 AN26)",,Y,Y,,0.6379,2.32,0.840,4.92,175.79,208.49,238.91,3.80,2461034.62
20290772,"290772 (2005 VC)",,Y,Y,,0.5929,2.085,0.849,4.49,227.79,290.38,27.83,3.32,2460515.48
20292220,"292220 (2006 SU49)",,Y,Y,,0.3117,1.412,0.972,2.52,303.06,199.10,153.84,1.85,2460338.65
20294739,"294739 (2008 CM)",,Y,Y,0.740,0.4080,1.566,0.927,36.01,279.54,130.69,196.87,2.20,2460924.83
20297274,"297274 (1996 SK)",,Y,Y,1.199,0.7905,2.445,0.512,1.97,195.51,286.33,113.57,4.38,2460159.87
20297300,"297300 (1998 SC15)",,Y,Y,0.320,0.4144,1.273,0.745,16.08,198.68,277.49,337.60,1.80,2460633.14
20297418,"297418 (2000 SP43)",,Y,Y,0.407,0.4669,0.8115,0.433,10.34,350.53,224.46,70.52,1.19,2460548.19
20301844,"301844 (1990 UA)",,Y,Y,0.4,0.5260,1.642,0.778,0.93,104.28,202.58,87.51,2.51,2460413.60
20302169,"302169 (2001 TD45)",,Y,Y,,0.7777,0.7966,0.177,25.37,30.25,212.45,199.85,1.42,2460716.03
20302831,"302831 (2003 FH)",,Y,Y,,0.5406,1.389,0.638,25.80,24.12,274.37,5.07,2.14,2460592.09
20303450,"303450 (2005 BY2)",,Y,Y,0.187,0.3306,1.269,0.850,7.29,74.44,130.28,240.46,1.69,2460773.91
20304330,"304330 (2006 SX217)",,Y,Y,0.780,0.3103,1.412,0.974,21.04,32.60,176.24,92.72,1.85,2460442.71
20306383,"306383 (1993 VD)",,Y,Y,,0.5515,0.8758,0.393,2.07,2.17,254.24,6.11,1.36,2460595.42
20307005,"307005 (2001 XP1)",,Y,Y,,0.7528,2.89,0.714,39.21,268.07,246.31,215.45,5.07,2461321.11
20308242,"308242 (2005 GO21)",,Y,Y,,0.3400,0.7533,0.497,24.93,272.67,156.64,164.27,1.01,2460491.54
20308635,"308635 (2005 YU55)",,Y,Y,0.4,0.4305,1.157,0.659,0.34,35.93,273.56,189.35,1.65,2460815.93
20310442,"310442 (2000 CH59)",,Y,Y,,0.4231,0.863,0.498,3.25,213.44,109.76,86.13,1.23,2460530.45
20310560,"310560 (2001 QL142)",,Y,Y,0.654,0.4991,1.049,0.526,26.60,165.55,72.15,267.48,1.57,2460701.42
20311044,"311044 (2004 BB103)",,Y,Y,,0.6220,1.908,0.721,55.86,271.07,71.49,332.19,3.09,2460674.84
20311066,"311066 (2004 DC)",,Y,Y,,0.3996,1.634,0.981,19.46,74.90,156.37,296.12,2.29,2460735.84
20312070,"312070 (2007 TA19)",,Y,Y,0.595,0.5096,0.9539,0.468,22.63,181.18,58.06,176.51,1.44,2460433.65
20314082,"314082 Dryope (2005 CZ36)",Dryope,Y,Y,,0.5766,2.235,0.946,16.18,116.62,139.53,272.32,3.52,2460897.77
20314212,"314212 (2005 NJ1)",,Y,Y,,0.6511,2.132,0.744,6.46,316.16,82.62,45.75,3.52,2460455.98
20317255,"317255 (2002 DJ5)",,Y,Y,,0.5678,1.401,0.605,6.43,347.86,296.19,161.26,2.20,2460329.25
20325395,"325395 (2009 CQ5)",,Y,Y,,0.0914,0.9327,0.847,18.68,278.65,118.24,187.75,1.02,2460757.93
20326290,"326290 Akhenaten (1998 HE3)",Akhenaten,Y,Y,,0.4402,0.879,0.492,3.38,53.44,309.34,305.23,1.27,2460646.29
20329437,"329437 (2002 OA22)",,Y,Y,,0.2432,0.9356,0.708,6.89,174.04,318.64,335.65,1.16,2460622.86
20329614,"329614 (2003 KU2)",,Y,Y,,0.6770,2.69,0.869,5.40,105.21,246.81,272.06,4.51,2460994.04
20330233,"330233 (2006 KV86)",,Y,Y,,0.3740,1.543,0.966,37.08,220.04,153.86,90.72,2.12,2460424.07
20331876,"331876 (2004 CL)",,Y,Y,,0.5362,1.284,0.596,13.31,109.39,274.69,123.38,1.97,2460418.31
20332446,"332446 (2008 AF4)",,Y,Y,,0.4101,1.38,0.814,8.93,109.31,293.35,146.62,1.95,2460359.30
20333521,"333521 (2005 PO)",,Y,Y,,0.3731,1.252,0.785,12.51,300.48,249.55,346.44,1.72,2460619.78
20333578,"333578 (2006 KM103)",,Y,Y,0.204,0.3766,1.573,0.981,11.68,169.45,197.03,35.66,2.17,2460529.10
20337075,"337075 (1998 QC1)",,Y,Y,,0.5901,1.984,0.813,9.65,308.34,115.47,101.77,3.15,2460312.02
20337558,"337558 (2001 SG262)",,Y,Y,,0.5829,1.962,0.818,4.82,359.03,100.26,115.78,3.11,2460277.76
20341843,"341843 (2008 EV5)",,Y,Y,0.40,0.0827,0.9602,0.881,7.45,93.23,235.84,63.75,1.04,2460539.64
20342866,"342866 (2008 YU32)",,Y,Y,,0.5955,1.537,0.622,3.41,232.57,83.97,142.65,2.45,2460324.67
20344076,"344076 (1998 HJ3)",,Y,Y,,0.7463,1.985,0.504,6.56,223.55,94.19,137.52,3.47,2460210.17
20348306,"348306 (2005 AY28)",,Y,Y,,0.5702,0.8726,0.375,5.88,117.47,155.97,328.78,1.37,2460626.32
20348314,"348314 (2005 BC)",,Y,Y,,0.2781,1.19,0.859,30.12,292.45,84.20,123.73,1.52,2460437.60
20348400,"348400 (2005 JF21)",,Y,Y,,0.5351,2.226,1.035,10.84,132.18,206.14,270.24,3.42,2460902.92
20349068,"349068 (2006 YT13)",,Y,Y,0.496,0.4258,1.323,0.760,38.24,116.69,105.45,205.04,1.89,2460839.70
20349507,"349507 (2008 QY)",,Y,Y,,0.5817,1.168,0.488,13.56,1.91,254.90,338.34,1.85,2460628.24
20350523,"350523 (2000 EA14)",,Y,Y,,0.2026,1.117,0.891,3.56,203.83,206.06,39.54,1.34,2460553.14
20350751,"350751 (2002 AW)",,Y,Y,,0.2567,1.072,0.796,0.57,161.76,119.33,42.35,1.35,2460552.84
20352102,"352102 (2007 AG12)",,Y,Y,,0.6565,2.09,0.718,41.97,305.39,68.23,354.95,3.46,2460615.99
20354182,"354182 (2002 DU3)",,Y,Y,,0.2383,1.145,0.873,8.71,0.61,245.59,102.40,1.42,2460473.14
20356991,"356991 (1998 QA1)",,Y,Y,,0.5339,2.102,0.980,8.19,298.85,333.15,223.83,3.22,2461021.65
20357022,"357022 (1999 YG3)",,Y,Y,0.432,0.3295,1.285,0.861,34.52,293.25,250.24,318.54,1.71,2460661.76
20357024,"357024 (1999 YR14)",,Y,Y,0.255,0.4000,1.651,0.991,3.73,2.98,9.70,285.74,2.31,2460760.40
20357028,"357028 (2000 EJ26)",,Y,Y,,0.6147,1.383,0.533,9.23,10.48,285.90,347.63,2.23,2460620.90
20357439,"357439 (2004 BL86)",,Y,Y,,0.4025,1.502,0.898,23.78,126.65,311.51,120.93,2.11,2460374.57
20357594,"357594 (2004 XL35)",,Y,Y,,0.2784,1.355,0.978,27.30,73.75,356.21,210.77,1.73,2460839.42
20357622,"357622 (2005 EY95)",,Y,Y,,0.5384,1.084,0.500,3.17,72.86,342.14,197.54,1.67,2460786.46
20358471,"358471 (2007 NS4)",,Y,Y,,0.5972,1.875,0.755,5.78,10.96,47.58,213.25,2.99,2460982.75
20358744,"358744 (2008 CR118)",,Y,Y,,0.5118,1.842,0.899,3.92,121.42,157.22,180.30,2.78,2461056.23
20359170,"359170 (2009 CN5)",,Y,Y,,0.4655,1.545,0.826,11.91,349.71,53.25,97.78,2.26,2460410.01
20359369,"359369 (2009 YG)",,Y,Y,,0.6960,2.15,0.654,3.38,138.62,67.77,237.63,3.65,2460991.94
20360191,"360191 (1988 TA)",,Y,Y,0.4,0.4786,1.54,0.803,2.53,194.65,105.26,329.39,2.28,2460659.86
20361754,"361754 (2007 YV29)",,Y,Y,,0.3568,1.373,0.883,21.88,59.30,321.87,201.77,1.86,2460858.87
20363024,"363024 (1998 OK1)",,Y,Y,0.558,0.4293,1.356,0.774,13.99,109.64,298.64,160.98,1.94,2460342.58
20363027,"363027 (1998 ST27)",,Y,Y,0.578,0.5298,0.8198,0.385,21.06,197.52,322.43,277.29,1.25,2460662.79
20363067,"363067 (2000 CO101)",,Y,Y,,0.0901,1.076,0.979,15.32,353.03,64.95,125.28,1.17,2460458.56
20363084,"363084 (2000 RD53)",,Y,Y,,0.4278,1.787,1.022,9.28,175.95,192.84,24.39,2.55,2460541.38
20363116,"363116 (2001 GQ2)",,Y,Y,,0.5030,1.214,0.604,21.82,37.11,280.30,153.15,1.83,2460392.55
20363305,"363305 (2002 NV16)",,Y,Y,,0.2208,1.239,0.965,3.50,183.26,179.24,12.50,1.51,2460583.01
20363344,"363344 (2002 QC7)",,Y,Y,,0.1960,1.169,0.940,26.80,336.01,184.47,354.54,1.40,2460607.50
20363505,"363505 (2003 UC20)",,Y,Y,1.876,0.3369,0.7812,0.518,3.78,187.93,60.16,266.87,1.04,2460665.75
20363599,"363599 (2004 FG11)",,Y,Y,0.152,0.7236,1.587,0.439,3.14,83.45,228.81,69.50,2.73,2460459.58
20363734,"363734 (2004 XN50)",,Y,Y,,0.7782,1.681,0.373,3.31,62.40,253.41,55.37,2.99,2460478.02
20363790,"363790 (2005 JE46)",,Y,Y,,0.5523,1.903,0.852,8.27,238.33,114.77,90.46,2.95,2460359.54
20363831,"363831 (2005 PY16)",,Y,Y,0.371,0.5250,1.976,0.939,6.41,159.31,193.53,327.45,3.01,2460692.22
20364136,"364136 (2006 CJ)",,Y,Y,,0.7548,0.6766,0.166,10.22,303.22,29.67,28.55,1.19,2460584.38
20365014,"365014 (2008 OX2)",,Y,Y,,0.6019,1.048,0.417,6.65,220.11,252.03,293.32,1.68,2460673.03
20365071,"365071 (2009 AV)",,Y,Y,0.674,0.0739,1.03,0.954,45.87,150.73,322.13,79.79,1.11,2460515.91
20365424,"365424 (2010 KX7)",,Y,Y,0.212,0.1709,0.9893,0.820,21.49,46.46,61.93,331.91,1.16,2460628.55
20366746,"366746 (2004 LJ)",,Y,Y,,0.4614,1.087,0.585,18.28,246.69,256.10,52.20,1.59,2460540.52
20366774,"366774 (2004 TB18)",,Y,Y,0.859,0.4507,1.815,0.997,13.20,120.98,13.18,10.58,2.63,2460574.26
20367248,"367248 (2007 MK13)",,Y,Y,0.386,0.1397,1.025,0.881,19.88,95.08,259.97,185.35,1.17,2460784.25
20367789,"367789 (2011 AG5)",,Y,Y,,0.3882,1.424,0.871,3.69,135.59,54.05,336.11,1.98,2460641.69
20368203,"368203 (2001 KO2)",,Y,Y,,0.6177,2.479,0.948,12.46,242.30,328.84,339.25,4.01,2460682.71
20368565,"368565 (2004 FE5)",,Y,Y,,0.6005,1.245,0.497,18.30,189.40,243.47,337.80,1.99,2460631.80
20369057,"369057 (2008 DK5)",,Y,Y,,0.6151,1.555,0.598,4.27,345.62,81.00,237.26,2.51,2460841.91
20369264,"369264 (2009 MS)",,Y,Y,1.515,0.5700,2.005,0.862,52.38,252.05,219.54,269.44,3.15,2460861.37
20371660,"371660 (2007 CN26)",,Y,Y,0.230,0.2693,1.292,0.944,7.59,159.27,135.69,231.68,1.64,2460791.79
20373135,"373135 (2011 SD173)",,Y,Y,1.050,0.4974,1.653,0.831,4.39,203.12,59.49,122.83,2.48,2460335.66
20374038,"374038 (2004 HW)",,Y,Y,,0.6353,2.691,0.981,0.83,219.87,62.78,223.39,4.40,2461212.34
20374158,"374158 (2004 UL)",,Y,Y,,0.9266,1.266,0.093,23.85,39.47,149.68,319.04,2.44,2460659.72
20374851,"374851 (2006 VV2)",,Y,Y,,0.6054,2.387,0.942,23.73,9.82,145.04,280.26,3.83,2460898.79
20374855,"374855 (2006 VQ13)",,Y,Y,,0.4458,1.099,0.609,16.70,233.68,73.80,251.14,1.59,2460727.81
20375054,"375054 (2007 PF6)",,Y,Y,,0.4164,1.298,0.758,25.60,316.33,251.27,279.71,1.84,2460721.01
20375103,"375103 (2007 TD71)",,Y,Y,,0.2799,1.286,0.926,49.75,49.58,220.75,308.16,1.65,2460677.22
20377097,"377097 (2002 WQ4)",,Y,Y,,0.5564,1.958,0.869,3.94,266.87,244.62,320.91,3.05,2460709.15
20377732,"377732 (2005 XJ8)",,Y,Y,0.986,0.6204,1.931,0.733,23.56,115.79,67.46,337.57,3.13,2460661.60
20378160,"378160 (2006 WX1)",,Y,Y,,0.3003,0.9165,0.641,11.64,327.96,290.95,314.59,1.19,2460640.93
20378358,"378358 (2007 LD)",,Y,Y,,0.4393,1.726,0.968,16.51,226.16,316.98,257.82,2.48,2460835.58
20380636,"380636 (2004 XN14)",,Y,Y,,0.2666,0.9314,0.683,10.74,120.82,115.75,265.58,1.18,2460686.61
20380981,"380981 (2006 SU131)",,Y,Y,,0.3954,1.727,1.044,9.66,107.37,167.73,41.04,2.41,2460505.99
20381906,"381906 (2010 CL19)",,Y,Y,0.520,0.6455,1.543,0.547,7.31,243.78,76.82,271.11,2.54,2460773.32
20382395,"382395 (1990 SM)",,Y,Y,,0.7639,2.106,0.497,11.61,136.17,107.74,81.91,3.71,2460346.48
